Date,Open,High,Low,Close,Adj Close,Volume
4/26/2017,71.089996,71.919998,70.660004,71.330002,71.330002,4739700
4/27/2017,69.769997,70.760002,68.620003,70.699997,70.699997,5512200
4/28/2017,70.870003,71.260002,70,70.209999,70.209999,2909300
5/1/2017,70.559998,71.480003,70.239998,70.269997,70.269997,3317400
5/2/2017,70.43,73.989998,70.400002,73.940002,73.940002,5434700
5/3/2017,73.300003,74.449997,73.099998,74.209999,74.209999,2690300
5/4/2017,74.559998,75.169998,73.919998,74.910004,74.910004,2886300
5/5/2017,74.970001,75.360001,74.650002,75.300003,75.300003,2166200
5/8/2017,75.339996,75.849998,74.769997,74.980003,74.980003,3082000
5/9/2017,75.639999,79.150002,75.639999,78.550003,78.550003,5841200
5/10/2017,78.480003,78.959999,78.019997,78.550003,78.550003,3308400
5/11/2017,78.18,78.190002,76.529999,77.360001,77.360001,2780900
5/12/2017,76.75,77.449997,76.209999,76.410004,76.410004,2051300
5/15/2017,76.199997,78.339996,76.190002,77.790001,77.790001,3461700
5/16/2017,78.220001,79.099998,77.440002,79.059998,79.059998,3320400
5/17/2017,79.059998,79.059998,75.940002,76.18,76.18,5673000
5/18/2017,76.32,77.18,75.620003,75.980003,75.980003,3559600
5/19/2017,76.419998,78.339996,76.18,77.980003,77.980003,4143600
5/22/2017,78.440002,79.199997,78.370003,78.919998,78.919998,2469100
5/23/2017,79.110001,79.260002,78.419998,79.029999,79.029999,1821900
5/24/2017,79.139999,79.730003,78.580002,78.940002,78.940002,1942000
5/25/2017,79.18,81.540001,79.029999,81.410004,81.410004,3647700
5/26/2017,81.169998,81.959999,80.739998,81.25,81.25,2537300
5/30/2017,80.900002,80.949997,79.010002,79.25,79.25,3428700
5/31/2017,79.730003,79.959999,78.559998,79.669998,79.669998,2523200
6/1/2017,79.989998,80.989998,79.459999,80.980003,80.980003,2458600
6/2/2017,81.489998,83.040001,81.459999,82.029999,82.029999,3206500
6/5/2017,82.040001,82.339996,81.209999,81.669998,81.669998,1840500
6/6/2017,81.07,81.809998,80.650002,81.239998,81.239998,2171000
6/7/2017,79.669998,81.860001,78.349998,81.660004,81.660004,6263100
6/8/2017,81.660004,81.870003,80.199997,80.519997,80.519997,4005600
6/9/2017,80.959999,81.5,78.150002,78.830002,78.830002,5285700
6/12/2017,79.019997,79.080002,76.230003,77.730003,77.730003,5146500
6/13/2017,77.830002,78.599998,76.330002,77.480003,77.480003,4073100
6/14/2017,77.870003,77.919998,76.349998,77.559998,77.559998,2479600
6/15/2017,77.169998,77.379997,76.110001,77.339996,77.339996,3560800
6/16/2017,77.510002,77.720001,76.489998,76.779999,76.779999,3165000
6/19/2017,77.129997,78.760002,76.790001,78.629997,78.629997,3336800
6/20/2017,79.040001,79.339996,77.25,77.279999,77.279999,2389100
6/21/2017,77.620003,78.080002,76.970001,77.589996,77.589996,2134400
6/22/2017,78.370003,78.910004,77.080002,77.449997,77.449997,3160100
6/23/2017,77.480003,77.529999,76.550003,76.790001,76.790001,4623400
6/26/2017,76.870003,78.400002,76.550003,77.029999,77.029999,2545100
6/27/2017,77.080002,77.449997,75.940002,76,76,2767500
6/28/2017,76.510002,77.370003,76.300003,76.699997,76.699997,2628800
6/29/2017,76.82,77.480003,74.970001,75.440002,75.440002,3524900
6/30/2017,76.190002,76.190002,75.220001,75.25,75.25,3456500
7/3/2017,75.849998,76.650002,75.059998,75.080002,75.080002,2390800
7/5/2017,75.349998,76.860001,74.43,76.540001,76.540001,4519500
7/6/2017,76,78.529999,75.699997,77.709999,77.709999,4312700
7/7/2017,77.980003,79.290001,77.529999,78.940002,78.940002,4200500
7/10/2017,78.489998,79.120003,77.769997,78.260002,78.260002,4082400
7/11/2017,78.089996,78.190002,76.910004,76.919998,76.919998,3516300
7/12/2017,78.699997,80.809998,78.610001,80.529999,80.529999,5053900
7/13/2017,80.5,81.389999,79.669998,80.169998,80.169998,3477700
7/14/2017,80,80.169998,79.050003,79.849998,79.849998,2127900
7/17/2017,79.660004,80.120003,79.18,79.779999,79.779999,2355400
7/18/2017,79.300003,79.68,78.290001,78.900002,78.900002,4118000
7/19/2017,76.230003,76.699997,73.699997,74.239998,74.239998,15491000
7/20/2017,74.099998,74.25,72.029999,72.080002,72.080002,8095700
7/21/2017,72.190002,72.43,71.339996,71.57,71.57,5996000
7/24/2017,71.230003,71.879997,70.339996,70.43,70.43,4314400
7/25/2017,71.139999,71.279999,69.349998,69.480003,69.480003,4696300
7/26/2017,69.5,70.360001,69,70.239998,70.239998,4442000
7/27/2017,69.019997,69.019997,66.449997,68.089996,68.089996,7925700
7/28/2017,67.879997,68.269997,67.129997,67.879997,67.879997,4989600
7/31/2017,68.480003,68.650002,67.57,67.68,67.68,2509000
8/1/2017,68.150002,68.550003,67.550003,67.860001,67.860001,2767800
8/2/2017,68.010002,68.269997,66.93,67.440002,67.440002,3191600
8/3/2017,67.440002,68.489998,67.309998,68.190002,68.190002,3752000
8/4/2017,68.370003,69.309998,68.18,68.910004,68.910004,3278000
8/7/2017,69.089996,69.290001,68.360001,68.389999,68.389999,3095700
8/8/2017,68.150002,68.720001,67.529999,67.790001,67.790001,2640700
8/9/2017,67.379997,67.970001,66.800003,67.059998,67.059998,3533500
8/10/2017,66.82,66.959999,65.110001,65.239998,65.239998,4966400
8/11/2017,65.57,66.230003,65.029999,65.870003,65.870003,3512600
8/14/2017,66.5,67.279999,66.410004,66.709999,66.709999,3366100
8/15/2017,67.019997,67.300003,66.480003,66.959999,66.959999,2162800
8/16/2017,66.769997,67.440002,66.769997,66.919998,66.919998,1972400
8/17/2017,66.699997,66.839996,64.589996,64.699997,64.699997,3905600
8/18/2017,64.769997,65.489998,64.269997,64.75,64.75,3197000
8/21/2017,64.730003,65.330002,64.5,64.849998,64.849998,2899400
8/22/2017,64.919998,65.32,64.18,64.699997,64.699997,3703200
8/23/2017,64.360001,64.529999,62.619999,62.830002,62.830002,4920200
8/24/2017,63.290001,63.290001,61.310001,61.48,61.48,4637400
8/25/2017,61.700001,63.529999,61.57,63.360001,63.360001,4620500
8/28/2017,63.209999,63.240002,62.369999,63.150002,63.150002,4138000
8/29/2017,62.110001,63.360001,62.049999,62.889999,62.889999,5212800
8/30/2017,62.73,62.759998,61.939999,62.02,62.02,4694700
8/31/2017,62.490002,63.040001,61.889999,61.959999,61.959999,3909300
9/1/2017,62.540001,62.73,61.66,62.43,62.43,3868400
9/5/2017,62,63.080002,61.099998,61.099998,61.099998,5522500
9/6/2017,58.93,60.380001,57.740002,60.330002,60.330002,10848800
9/7/2017,60.380001,60.880001,58.450001,58.580002,58.580002,6936500
9/8/2017,58.48,59.09,58.330002,58.380001,58.380001,4086000
9/11/2017,59.060001,60.68,58.830002,60.459999,60.459999,6732700
9/12/2017,60.619999,61.400002,60.029999,61.240002,61.240002,5374400
9/13/2017,61.240002,61.98,60.599998,61.66,61.66,4823100
9/14/2017,61.669998,61.669998,60.900002,61.25,61.25,4067000
9/15/2017,59.799999,60.240002,59.130001,59.799999,59.799999,10105100
9/18/2017,59.849998,59.98,58.049999,58.110001,58.110001,6514100
9/19/2017,58.09,58.740002,57.5,57.540001,57.540001,5330100
9/20/2017,57.580002,58.830002,57.34,58.060001,58.060001,5521700
9/21/2017,58.18,58.950001,57.700001,58.529999,58.529999,4222900
9/22/2017,58.560001,59.310001,58.299999,58.799999,58.799999,4279700
9/25/2017,58.689999,59.48,58.52,59.439999,59.439999,4728100
9/26/2017,59.560001,60.09,59.299999,59.68,59.68,3977200
9/27/2017,59.990002,61,59.689999,60.919998,60.919998,4891300
9/28/2017,60.82,61.889999,60.790001,61.16,61.16,4063000
9/29/2017,61.220001,61.490002,60.759998,60.880001,60.880001,3995500
10/2/2017,60.900002,61.099998,59.990002,60.43,60.43,4460300
10/3/2017,60.380001,64.230003,60.200001,64.139999,64.139999,6821700
10/4/2017,64.639999,65.779999,64.339996,64.470001,64.470001,5469400
10/5/2017,64.360001,64.580002,63.720001,64.32,64.32,4059900
10/6/2017,64.330002,65.980003,64.139999,65.25,65.25,3979600
10/9/2017,65.260002,65.470001,64.389999,64.699997,64.699997,2728800
10/10/2017,67.82,69.620003,67.410004,67.720001,67.720001,10299500
10/11/2017,67.800003,68.760002,67.139999,67.400002,67.400002,6701100
10/12/2017,67.169998,67.550003,66.589996,66.639999,66.639999,3431900
10/13/2017,66.589996,67.610001,66.589996,67.57,67.57,4082100
10/16/2017,67.639999,67.709999,66.730003,66.949997,66.949997,3901700
10/17/2017,67.120003,67.940002,66.800003,67.510002,67.510002,4806900
10/18/2017,67.550003,68.480003,67.440002,67.989998,67.989998,5309300
10/19/2017,66.389999,66.720001,59.560001,59.779999,59.779999,29908900
10/20/2017,60,61.150002,59.34,59.900002,59.900002,10397400
10/23/2017,60.040001,60.07,58.869999,59.099998,59.099998,6910600
10/24/2017,58.900002,60.07,58.040001,59.91,59.91,8758200
10/25/2017,60.41,60.580002,59.419998,59.919998,59.919998,6596500
10/26/2017,60.259998,61.330002,59.470001,59.950001,59.950001,9846800
10/27/2017,60.150002,60.790001,59.619999,60.25,60.25,4894500
10/30/2017,59.779999,59.990002,58.650002,59.040001,59.040001,5278900
10/31/2017,59.029999,59.200001,58.459999,58.48,58.48,5161700
11/1/2017,58.200001,58.939999,58.110001,58.639999,58.639999,4799000
11/2/2017,58.439999,58.869999,58.130001,58.27,58.27,3872100
11/3/2017,58.41,59.82,58.150002,59.650002,59.650002,4924800
11/6/2017,59.439999,60.790001,59.259998,59.919998,59.919998,3948900
11/7/2017,60.009998,60.189999,58.639999,58.709999,58.709999,3681300
11/8/2017,58.549999,59.299999,58.389999,58.919998,58.919998,2651400
11/9/2017,58.419998,58.98,57.93,58.389999,58.389999,3571100
11/10/2017,58.34,59.18,58.290001,58.52,58.52,3180000
11/13/2017,58.220001,58.549999,57.720001,57.810001,57.810001,4480000
11/14/2017,57.700001,57.990002,56.599998,57.200001,57.200001,5187700
11/15/2017,56.990002,57.689999,56.509998,57.490002,57.490002,4940200
11/16/2017,58.07,58.759998,57.59,58.68,58.68,3133300
11/17/2017,58.41,58.59,57.799999,58.200001,58.200001,4260100
11/20/2017,58.259998,58.830002,57.82,58.759998,58.759998,3108400
11/21/2017,58.860001,59.77,58.779999,59.709999,59.709999,2871200
11/22/2017,59.389999,60,59.27,59.689999,59.689999,1804600
11/24/2017,59.619999,59.75,59.25,59.43,59.43,1196700
11/27/2017,59.439999,59.540001,58.93,59.09,59.09,2896300
11/28/2017,59.16,60.380001,59,60.189999,60.189999,4149400
11/29/2017,60.599998,62.290001,60.389999,62.09,62.09,6093300
11/30/2017,62.25,63.84,62.080002,63.32,63.32,4993000
12/1/2017,63.200001,63.490002,61.84,62.57,62.57,4461900
12/4/2017,63.689999,64.330002,62.549999,62.59,62.59,5054300
12/5/2017,62.59,62.720001,61.84,62.200001,62.200001,2635100
12/6/2017,62.16,62.599998,61.779999,62.189999,62.189999,3078600
12/7/2017,62.279999,63.779999,61.84,63.529999,63.529999,3790500
12/8/2017,65.230003,65.290001,63.380001,63.549999,63.549999,5162000
12/11/2017,63.689999,64.690002,63.48,64.239998,64.239998,4067600
12/12/2017,64.449997,64.519997,63.360001,63.360001,63.360001,2827900
12/13/2017,63.52,63.740002,62.450001,63.029999,63.029999,3727300
12/14/2017,63.5,64.040001,62.709999,63.130001,63.130001,5827700
12/15/2017,63.619999,64.470001,63.259998,63.759998,63.759998,6744300
12/18/2017,64.120003,64.760002,63.709999,64.559998,64.559998,3710100
12/19/2017,64.830002,64.989998,64.330002,64.43,64.43,3339400
12/20/2017,65.330002,66.269997,65.040001,65.900002,65.900002,4566600
12/21/2017,66.169998,67.629997,66.150002,67.279999,67.279999,4555000
12/22/2017,67.440002,67.480003,67.110001,67.25,67.25,2154600
12/26/2017,66.940002,67.720001,66.480003,67.349998,67.349998,2347300
12/27/2017,67.620003,67.620003,66.610001,67.120003,67.120003,2939900
12/28/2017,67.120003,67.57,66.879997,67.540001,67.540001,2454400
12/29/2017,67.68,67.989998,67.370003,67.400002,67.400002,3079500
1/2/2018,67.900002,69.010002,67.379997,68.940002,68.940002,3390600
1/3/2018,68.940002,69.370003,67.82,68.489998,68.489998,4590900
1/4/2018,68.690002,69.370003,67.639999,69.260002,69.260002,3922900
1/5/2018,69.400002,69.400002,68.769997,69.360001,69.360001,2675900
1/8/2018,69.370003,69.370003,68.010002,68.510002,68.510002,4277900
1/9/2018,68.5,69.760002,68.389999,68.480003,68.480003,3057000
1/10/2018,70.980003,73.150002,70.449997,73.080002,73.080002,9380400
1/11/2018,73.610001,77.089996,73.25,76.449997,76.449997,6913400
1/12/2018,76.739998,78.839996,76.480003,78.400002,78.400002,4479300
1/16/2018,78.349998,79,76.800003,77.489998,77.489998,3912400
1/17/2018,77.529999,77.610001,76.480003,76.580002,76.580002,2950400
1/18/2018,76.599998,77.099998,75.989998,76.300003,76.300003,3442200
1/19/2018,76.82,76.839996,75.800003,76.5,76.5,3994600
1/22/2018,76.599998,76.879997,75.5,76.870003,76.870003,3010700
1/23/2018,77.099998,78.209999,76.400002,77.970001,77.970001,5115800
1/24/2018,71.43,72,68.07,69.050003,69.050003,27117200
1/25/2018,69.360001,69.400002,65.800003,66.080002,66.080002,16960300
1/26/2018,66.330002,66.769997,65.440002,66.559998,66.559998,6503500
1/29/2018,66.220001,66.75,65.459999,65.779999,65.779999,5414800
1/30/2018,66.260002,67.519997,65.779999,67.010002,67.010002,7802300
1/31/2018,67.739998,69.089996,67.32,67.82,67.82,6234800
2/1/2018,67.220001,67.949997,66.230003,67.150002,67.150002,5603300
2/2/2018,66.629997,66.889999,65.480003,65.68,65.68,4189800
2/5/2018,65,65.440002,63.279999,63.400002,63.400002,5433800
2/6/2018,62.16,64.220001,61.959999,63.950001,63.950001,4670800
2/7/2018,63.84,66.580002,63.75,65.360001,65.360001,5694900
2/8/2018,65.169998,65.669998,63.330002,63.369999,63.369999,4634300
2/9/2018,64.239998,64.519997,60.439999,62.98,62.98,6070000
2/12/2018,63.330002,64.830002,62.970001,64.139999,64.139999,3279800
2/13/2018,63.830002,65.75,63.66,65.699997,65.699997,3151100
2/14/2018,65.400002,66.32,65.160004,65.68,65.68,2747600
2/15/2018,66,66.760002,65.639999,66.739998,66.739998,3722300
2/16/2018,67.050003,67.510002,66.510002,66.519997,66.519997,3309700
2/20/2018,66.099998,66.720001,65.779999,66.589996,66.589996,3391500
2/21/2018,66.389999,68.519997,66.360001,67,67,3376100
2/22/2018,67.5,67.730003,66.449997,66.699997,66.699997,2534600
2/23/2018,67.010002,67.68,66.739998,67.57,67.57,2656700
2/26/2018,68.260002,69.480003,68.25,69.260002,69.260002,4628300
2/27/2018,69,69.400002,67.790001,67.860001,67.860001,3531100
2/28/2018,68,68.610001,67.330002,67.790001,67.790001,3042600
3/1/2018,67.779999,69.339996,67.019997,67.540001,67.540001,4109100
3/2/2018,66.870003,67.690002,65.669998,67.510002,67.510002,3234600
3/5/2018,66.82,67.919998,66.410004,67.209999,67.209999,3036200
3/6/2018,67.209999,67.809998,66.290001,67.519997,67.519997,2472000
3/7/2018,66.809998,67.910004,66.529999,67.809998,67.809998,2734100
3/8/2018,68.32,70.550003,68.050003,69.870003,69.870003,7131600
3/9/2018,70.5,71.639999,69.730003,71.550003,71.550003,5646100
3/12/2018,71.82,72.099998,70.400002,72,72,3738300
3/13/2018,72.870003,73.410004,72.470001,72.599998,72.599998,4832200
3/14/2018,72.349998,73.239998,70.440002,70.739998,70.739998,4138900
3/15/2018,70.980003,71.419998,69.93,70.139999,70.139999,3463500
3/16/2018,70.419998,71.449997,70.099998,70.879997,70.879997,5085200
3/19/2018,71.029999,71.099998,69.510002,70.129997,70.129997,2237900
3/20/2018,70.43,70.959999,70.080002,70.480003,70.480003,2018700
3/21/2018,69.120003,70.639999,68.809998,69.940002,69.940002,2619500
3/22/2018,69.459999,70.489998,68.440002,68.449997,68.449997,3475500
3/23/2018,68.75,68.980003,67.330002,67.389999,67.389999,2899300
3/26/2018,68.389999,68.68,67.32,68.480003,68.480003,2693700
3/27/2018,68.720001,69.910004,67.809998,68.18,68.18,3481500
3/28/2018,68.370003,68.690002,67.230003,67.910004,67.910004,3062000
3/29/2018,68.07,70.040001,68.07,69.470001,69.470001,3003800
4/2/2018,69.120003,69.300003,65.599998,66.769997,66.769997,3988800
4/3/2018,67.160004,69.610001,67.07,69.190002,69.190002,4385300
4/4/2018,68.25,70.129997,67.940002,69.989998,69.989998,3147600
4/5/2018,70.230003,71.209999,69.860001,70.690002,70.690002,3151100
4/6/2018,70.290001,70.550003,68,68.629997,68.629997,3699800
4/9/2018,69.279999,69.730003,68.279999,68.519997,68.519997,5259400
4/10/2018,69.260002,69.5,66.580002,67.589996,67.589996,5342700
4/11/2018,67.019997,67.870003,64.800003,64.870003,64.870003,5370100
4/12/2018,65.639999,66.879997,65.32,66.099998,66.099998,4800400
4/13/2018,66.720001,67.32,66.129997,66.540001,66.540001,2665900
4/16/2018,66.75,68.18,66.709999,67.309998,67.309998,2831800
4/17/2018,67.739998,68.239998,66.75,67.339996,67.339996,4754100
4/18/2018,69.5,72.099998,67.629997,70.580002,70.580002,10265400
4/19/2018,70.620003,71.190002,69.129997,70.230003,70.230003,6380100
4/20/2018,70.419998,72.599998,70.419998,71.75,71.75,6263000
4/23/2018,72.18,72.25,69.709999,70.330002,70.330002,3648400
4/24/2018,70.650002,70.830002,67.720001,68.949997,68.949997,3815300
4/25/2018,68.709999,68.879997,67.139999,68.510002,68.510002,3728600
4/26/2018,67.360001,67.360001,65.449997,66.620003,66.620003,5467000
4/27/2018,66.839996,68.230003,66.839996,67.860001,67.860001,2662200
4/30/2018,67.849998,68.779999,67.440002,67.540001,67.540001,2468300
5/1/2018,67.589996,68.440002,67.07,68.379997,68.379997,2122200
5/2/2018,68.160004,69.349998,67.800003,67.919998,67.919998,3010000
5/3/2018,67.919998,67.919998,66.529999,67.519997,67.519997,2211400
5/4/2018,67.150002,68.839996,67.150002,68.32,68.32,2171200
5/7/2018,68.480003,68.669998,66.980003,67.519997,67.519997,2100400
5/8/2018,67.660004,69.199997,67.239998,67.720001,67.720001,2705400
5/9/2018,67.279999,67.589996,65.57,65.800003,65.800003,4415100
5/10/2018,65.849998,66.519997,65.57,66.019997,66.019997,2689200
5/11/2018,66.110001,67.190002,66.110001,66.919998,66.919998,2887300
5/14/2018,67.339996,67.599998,66.139999,66.639999,66.639999,2775400
5/15/2018,66.550003,68.360001,66.099998,68.029999,68.029999,3262100
5/16/2018,68.029999,70.139999,67.720001,69.739998,69.739998,3385500
5/17/2018,69.75,70.389999,69.32,69.489998,69.489998,2726300
5/18/2018,68.940002,69.639999,68.400002,68.419998,68.419998,3733700
5/21/2018,69.010002,70.660004,68.919998,70.07,70.07,3530500
5/22/2018,70.599998,71.410004,69.709999,69.989998,69.989998,3242100
5/23/2018,69.75,69.889999,68.870003,69.540001,69.540001,1956900
5/24/2018,69.620003,70.669998,69.449997,70.470001,70.470001,2094100
5/25/2018,70.760002,72.739998,70.650002,71.68,71.68,3972500
5/29/2018,70.989998,71.519997,69.040001,69.519997,69.519997,2541000
5/30/2018,69.580002,69.860001,68.989998,69.800003,69.800003,2945700
5/31/2018,69.959999,70.529999,69.199997,69.589996,69.589996,2275900
6/1/2018,70,70.440002,69.099998,69.25,69.25,2326000
6/4/2018,69.360001,70.5,69.360001,69.980003,69.980003,2450000
6/5/2018,69.720001,69.919998,68.57,69.32,69.32,2401800
6/6/2018,68.139999,70.529999,67.93,70.360001,70.360001,2698300
6/7/2018,70.199997,70.209999,68.919998,69.540001,69.540001,2875300
6/8/2018,69.370003,70.150002,69.07,69.989998,69.989998,2713200
6/11/2018,70.830002,73.290001,70.559998,72.150002,72.150002,4261300
6/12/2018,72.400002,72.75,71.419998,72.389999,72.389999,2489100
6/13/2018,72.870003,73.519997,72.379997,72.5,72.5,2389600
6/14/2018,73,74.040001,72.629997,73.019997,73.019997,2693200
6/15/2018,72.970001,74,72.279999,73.889999,73.889999,5148800
6/18/2018,73.339996,74.75,72.75,74.489998,74.489998,4324200
6/19/2018,73.800003,74.25,72.379997,73,73,3482800
6/20/2018,73.120003,74.610001,72.879997,74.07,74.07,2021300
6/21/2018,73.779999,75.440002,73.779999,74.419998,74.419998,2000900
6/22/2018,74.190002,75.529999,72.800003,72.940002,72.940002,3898700
6/25/2018,72.800003,72.800003,70.82,71.330002,71.330002,3305200
6/26/2018,71.389999,71.769997,70.57,71.019997,71.019997,2366500
6/27/2018,71.080002,71.230003,69.529999,69.57,69.57,2633900
6/28/2018,69.68,69.82,68.489998,69.440002,69.440002,2236600
6/29/2018,69.760002,70.370003,69.639999,69.730003,69.730003,2170400
7/2/2018,69.400002,70.989998,69.209999,70.919998,70.919998,1932600
7/3/2018,69.779999,70.970001,69.400002,70.160004,70.160004,1630200
7/5/2018,70.550003,71.160004,70.419998,70.919998,70.919998,3860100
7/6/2018,71.010002,71.370003,70.57,70.959999,70.959999,2292600
7/9/2018,71.230003,72.190002,70.690002,71.790001,71.790001,2240800
7/10/2018,71.769997,71.769997,70.25,71.300003,71.300003,2681700
7/11/2018,70.400002,70.699997,67.940002,68.879997,68.879997,6262000
7/12/2018,69.529999,71.339996,68.860001,71.040001,71.040001,4584700
7/13/2018,70.93,72.239998,70.93,72.099998,72.099998,3067300
7/16/2018,72.330002,72.75,71.519997,72.260002,72.260002,3852500
7/17/2018,72.209999,73.18,71.980003,72.620003,72.620003,5675100
7/18/2018,75.599998,79.489998,75.559998,79,79,15644000
7/19/2018,80,80.919998,79.309998,80.589996,80.589996,10213200
7/20/2018,80.550003,81.550003,80.220001,80.910004,80.910004,4548800
7/23/2018,80.769997,81.910004,80.419998,81.589996,81.589996,3541200
7/24/2018,81.75,81.800003,79.550003,80.040001,80.040001,3847400
7/25/2018,80.400002,81.010002,79.940002,80.559998,80.559998,3859900
7/26/2018,80.449997,82.040001,80.129997,81.239998,81.239998,3915900
7/27/2018,81.029999,81.779999,79.599998,80.010002,80.010002,3509300
7/30/2018,79.620003,80.919998,79.5,80.07,80.07,3447700
7/31/2018,80.260002,81.059998,80.07,80.400002,80.400002,2567400
8/1/2018,80.769997,81.260002,79.830002,80.019997,80.019997,4605100
8/2/2018,79.199997,80.93,78.699997,80.849998,80.849998,2464600
